MIDAS ID, Legacy MIDAS ID, Site Name,,,,,,,,,
1CA11B60B214133BE053812011AC9DD8,30036462,MIDAS site at A1/2951A priority 1 on link 200127568; GPS Ref: 448599;418316; Northbound,,,,,,,,,
,,,,,,,,,,,
Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2023/1/7,3:14:00,5,45,14,4,4,23,98.96,15,200127568,17
2023/1/7,3:29:00,5,53,22,5,3,23,97.06,15,200127568,17
2023/1/7,3:44:00,5,53,20,4,6,23,96.08,15,200127568,17
2023/1/7,3:59:00,5,44,14,2,6,22,93.96,15,200127568,17
2023/1/7,4:14:00,5,44,12,5,4,23,94.57,15,200127568,17
2023/1/7,4:29:00,5,50,17,5,4,24,96.45,15,200127568,17
2023/1/7,4:44:00,5,91,37,0,5,49,92.81,15,200127568,17
2023/1/7,4:59:00,5,74,26,4,13,31,96.18,15,200127568,17
2023/1/7,5:14:00,5,91,34,4,7,46,95.47,15,200127568,17
2023/1/7,5:29:00,5,104,60,7,5,32,101.05,15,200127568,17
2023/1/7,5:44:00,5,148,82,11,11,44,100.01,15,200127568,17
2023/1/7,5:59:00,5,138,62,20,7,49,99.8,15,200127568,17
2023/1/7,6:14:00,5,160,95,16,8,41,102.53,15,200127568,17
2023/1/7,6:29:00,5,195,117,16,7,55,101.21,15,200127568,17
2023/1/7,6:44:00,5,198,83,22,31,62,99.25,15,200127568,17
2023/1/7,6:59:00,5,178,92,27,13,46,102.94,15,200127568,17
2023/1/7,7:14:00,5,196,107,31,20,38,100.84,15,200127568,17
2023/1/7,7:29:00,5,234,139,24,25,46,100.56,15,200127568,17
2023/1/7,7:44:00,5,222,136,22,21,43,100.79,15,200127568,17
2023/1/7,7:59:00,5,218,145,23,17,33,101.99,15,200127568,17
2023/1/7,8:14:00,5,254,180,19,15,40,104.59,15,200127568,17
2023/1/7,8:29:00,5,334,249,21,25,39,102.53,15,200127568,17
2023/1/7,8:44:00,5,338,257,26,16,39,103.14,15,200127568,17
2023/1/7,8:59:00,5,361,272,24,18,47,102.68,15,200127568,17
2023/1/7,9:14:00,5,330,249,15,16,50,104.44,15,200127568,17
2023/1/7,9:29:00,5,403,319,25,18,41,103.13,15,200127568,17
2023/1/7,9:44:00,5,423,364,21,12,26,103.28,15,200127568,17
2023/1/7,9:59:00,5,438,365,23,18,32,102.17,15,200127568,17
2023/1/7,10:14:00,5,513,428,26,13,46,100.02,15,200127568,17
2023/1/7,10:29:00,5,499,440,13,10,36,103.58,15,200127568,17
2023/1/7,10:44:00,5,555,484,35,9,27,103.65,15,200127568,17
2023/1/7,10:59:00,5,606,520,32,12,42,100.03,15,200127568,17
2023/1/7,11:14:00,5,667,560,39,25,43,96.14,15,200127568,17
2023/1/7,11:29:00,5,637,545,31,15,46,97.78,15,200127568,17
2023/1/7,11:44:00,5,678,602,32,11,33,100.03,15,200127568,17
2023/1/7,11:59:00,5,540,471,22,9,38,101.2,15,200127568,17
2023/1/7,12:14:00,5,684,603,27,18,36,82.26,15,200127568,17
2023/1/7,12:29:00,5,725,647,30,17,31,53.03,15,200127568,17
2023/1/7,12:44:00,5,622,552,23,21,26,97.08,15,200127568,17
2023/1/7,12:59:00,5,630,546,22,19,43,100.33,15,200127568,17
2023/1/7,13:14:00,5,621,547,25,13,36,98.76,15,200127568,17
2023/1/7,13:29:00,5,566,479,25,20,42,101.08,15,200127568,17
2023/1/7,13:44:00,5,434,376,12,12,34,103.58,15,200127568,17
2023/1/7,13:59:00,5,405,353,17,11,24,101.28,15,200127568,17
2023/1/7,14:14:00,5,468,420,18,14,16,105.67,15,200127568,17
2023/1/7,14:29:00,5,481,426,21,8,26,104.35,15,200127568,17
2023/1/7,14:44:00,5,562,504,21,11,26,99.31,15,200127568,17
2023/1/7,14:59:00,5,631,542,28,18,43,99.25,15,200127568,17
2023/1/7,15:14:00,5,688,616,25,15,32,96.05,15,200127568,17
2023/1/7,15:29:00,5,591,526,31,10,24,99.81,15,200127568,17
2023/1/7,15:44:00,5,546,475,19,12,40,99.73,15,200127568,17
2023/1/7,15:59:00,5,446,392,16,12,26,104.94,15,200127568,17
2023/1/7,16:14:00,5,468,411,15,11,31,103.45,15,200127568,17
2023/1/7,16:29:00,5,468,412,25,8,23,103.25,15,200127568,17
2023/1/7,16:44:00,5,481,432,15,12,22,102.19,15,200127568,17
2023/1/7,16:59:00,5,430,377,27,12,14,104.22,15,200127568,17
2023/1/7,17:14:00,5,425,368,20,13,24,103.84,15,200127568,17
2023/1/7,17:29:00,5,401,345,25,7,24,102.82,15,200127568,17
2023/1/7,17:44:00,5,340,286,15,13,26,98.85,15,200127568,17
2023/1/7,17:59:00,5,323,275,13,10,25,97.15,15,200127568,17
2023/1/7,18:14:00,5,364,311,19,8,26,97.87,15,200127568,17
2023/1/7,18:29:00,5,372,321,15,10,26,96.49,15,200127568,17
2023/1/7,18:44:00,5,346,288,13,17,28,98.06,15,200127568,17
2023/1/7,18:59:00,5,289,245,11,16,17,104.05,15,200127568,17
2023/1/7,19:14:00,5,262,219,15,3,25,103.9,15,200127568,17
2023/1/7,19:29:00,5,273,229,11,11,22,104.31,15,200127568,17
2023/1/7,19:44:00,5,285,240,18,6,21,104.97,15,200127568,17
2023/1/7,19:59:00,5,235,190,13,10,22,104.19,15,200127568,17
2023/1/7,20:14:00,5,199,158,7,3,31,104.1,15,200127568,17
2023/1/7,20:29:00,5,210,165,18,5,22,103.89,15,200127568,17
2023/1/7,20:44:00,5,187,159,6,8,14,105.64,15,200127568,17
2023/1/7,20:59:00,5,161,136,8,4,13,105.71,15,200127568,17
2023/1/7,21:14:00,5,178,143,7,6,22,105.36,15,200127568,17
2023/1/7,21:29:00,5,170,147,6,1,16,105.71,15,200127568,17
2023/1/7,21:44:00,5,145,123,4,2,16,106.39,15,200127568,17
2023/1/7,21:59:00,5,145,107,10,1,27,104.23,15,200127568,17
2023/1/7,22:14:00,5,54,40,1,3,10,102.81,15,200127568,17
2023/1/7,22:29:00,5,88,71,5,4,8,105.22,15,200127568,17
2023/1/7,22:44:00,5,109,84,5,3,17,102.46,15,200127568,17
2023/1/7,22:59:00,5,72,49,2,5,16,99.88,15,200127568,17
2023/1/7,23:14:00,5,93,65,6,4,18,102.22,15,200127568,17
2023/1/7,23:29:00,5,80,59,3,2,16,103.37,15,200127568,17
2023/1/7,23:44:00,5,67,49,4,2,12,103.82,15,200127568,17
2023/1/7,23:59:00,5,62,37,2,1,22,96.41,15,200127568,17
2023/1/8,0:14:00,6,58,41,3,5,9,102.92,15,200127568,17
2023/1/8,0:29:00,6,58,40,2,1,15,102.85,15,200127568,17
2023/1/8,0:44:00,6,35,21,1,2,11,97.13,15,200127568,17
2023/1/8,0:59:00,6,43,16,2,1,24,93.31,15,200127568,17
2023/1/8,1:14:00,6,37,27,3,2,5,104.68,15,200127568,17
2023/1/8,1:29:00,6,32,15,1,2,14,94.95,15,200127568,17
2023/1/8,1:44:00,6,27,10,1,0,16,95.53,15,200127568,17
2023/1/8,1:59:00,6,38,16,2,1,19,95.86,15,200127568,17
2023/1/8,2:14:00,6,30,16,2,1,11,99.48,15,200127568,17
2023/1/8,2:29:00,6,37,24,0,2,11,96.99,15,200127568,17
2023/1/8,2:44:00,6,34,12,1,2,19,95.47,15,200127568,17
2023/1/8,2:59:00,6,37,17,0,3,17,96.37,15,200127568,17
2023/1/8,3:14:00,6,40,21,0,3,16,98.04,15,200127568,17
2023/1/8,3:29:00,6,39,25,1,1,12,100.01,15,200127568,17
2023/1/8,3:44:00,6,33,10,2,5,16,94.54,15,200127568,17
2023/1/8,3:59:00,6,28,11,2,1,14,95.44,15,200127568,17
2023/1/8,4:14:00,6,40,21,3,1,15,98.39,15,200127568,17
2023/1/8,4:29:00,6,38,11,2,1,24,92.34,15,200127568,17
2023/1/8,4:44:00,6,49,22,5,3,19,96.49,15,200127568,17
2023/1/8,4:59:00,6,55,23,1,5,26,97.36,15,200127568,17
2023/1/8,5:14:00,6,46,26,1,5,14,102.25,15,200127568,17
2023/1/8,5:29:00,6,74,38,2,8,26,98.63,15,200127568,17
2023/1/8,5:44:00,6,101,63,6,2,30,101.52,15,200127568,17
2023/1/8,5:59:00,6,71,51,4,5,11,106.65,15,200127568,17
2023/1/8,6:14:00,6,93,60,9,3,21,105.98,15,200127568,17
2023/1/8,6:29:00,6,130,88,12,6,24,103.99,15,200127568,17
2023/1/8,6:44:00,6,122,66,12,6,38,99.4,15,200127568,17
2023/1/8,6:59:00,6,97,49,14,9,25,100.81,15,200127568,17
2023/1/8,7:14:00,6,119,83,9,8,19,105.11,15,200127568,17
2023/1/8,7:29:00,6,113,74,12,11,16,104.27,15,200127568,17
2023/1/8,7:44:00,6,109,76,8,9,16,104.23,15,200127568,17
2023/1/8,7:59:00,6,111,68,11,12,20,103.34,15,200127568,17
2023/1/8,8:14:00,6,165,120,11,10,24,105.38,15,200127568,17
2023/1/8,8:29:00,6,154,118,5,11,20,106.06,15,200127568,17
2023/1/8,8:44:00,6,148,107,5,13,23,104.34,15,200127568,17
2023/1/8,8:59:00,6,191,156,8,7,20,110.13,15,200127568,17
2023/1/8,9:14:00,6,250,191,16,12,31,105.27,15,200127568,17
2023/1/8,9:29:00,6,298,244,21,8,25,107.78,15,200127568,17
2023/1/8,9:44:00,6,326,272,16,15,23,106.73,15,200127568,17
2023/1/8,9:59:00,6,325,279,6,12,28,106.23,15,200127568,17
2023/1/8,10:14:00,6,342,286,18,9,29,107.02,15,200127568,17
2023/1/8,10:29:00,6,386,342,11,9,24,106.2,15,200127568,17
2023/1/8,10:44:00,6,429,372,10,10,37,106.94,15,200127568,17
2023/1/8,10:59:00,6,447,393,19,9,26,106.53,15,200127568,17
2023/1/8,11:14:00,6,488,419,27,11,31,105.2,15,200127568,17
2023/1/8,11:29:00,6,512,453,22,9,28,105.38,15,200127568,17
2023/1/8,11:44:00,6,507,441,25,9,32,105.9,15,200127568,17
2023/1/8,11:59:00,6,566,500,25,10,31,103.19,15,200127568,17
2023/1/8,12:14:00,6,506,440,25,9,32,102.6,15,200127568,17
2023/1/8,12:29:00,6,562,489,27,16,30,105.09,15,200127568,17
2023/1/8,12:44:00,6,607,534,26,10,37,102.45,15,200127568,17
2023/1/8,12:59:00,6,524,448,28,21,27,104.82,15,200127568,17
2023/1/8,13:14:00,6,560,515,19,10,16,105.75,15,200127568,17
2023/1/8,13:29:00,6,526,465,18,13,30,105.05,15,200127568,17
2023/1/8,13:44:00,6,585,499,31,16,39,102.1,15,200127568,17
2023/1/8,13:59:00,6,578,517,23,10,28,103.45,15,200127568,17
2023/1/8,14:14:00,6,625,558,26,11,30,101.77,15,200127568,17
2023/1/8,14:29:00,6,614,558,23,10,23,103.68,15,200127568,17
2023/1/8,14:44:00,6,592,527,26,7,32,102.52,15,200127568,17
2023/1/8,14:59:00,6,603,521,33,17,32,100.9,15,200127568,17
2023/1/8,15:14:00,6,621,556,16,15,34,100.33,15,200127568,17
2023/1/8,15:29:00,6,601,525,28,11,37,100.73,15,200127568,17
2023/1/8,15:44:00,6,590,512,24,5,49,102.33,15,200127568,17
2023/1/8,15:59:00,6,564,498,23,4,39,102.31,15,200127568,17
2023/1/8,16:14:00,6,534,471,23,8,32,102.05,15,200127568,17
2023/1/8,16:29:00,6,628,562,26,12,28,98.64,15,200127568,17
2023/1/8,16:44:00,6,608,539,27,14,28,96.05,15,200127568,17
2023/1/8,16:59:00,6,633,557,34,22,20,99.64,15,200127568,17
2023/1/8,17:14:00,6,569,508,19,19,23,96.79,15,200127568,17
2023/1/8,17:29:00,6,451,384,25,14,28,99.21,15,200127568,17
2023/1/8,17:44:00,6,548,484,23,10,31,101.33,15,200127568,17
2023/1/8,17:59:00,6,493,430,15,15,33,101.69,15,200127568,17
2023/1/8,18:14:00,6,475,410,15,13,37,101.41,15,200127568,17
2023/1/8,18:29:00,6,411,375,13,9,14,103.21,15,200127568,17
2023/1/8,18:44:00,6,399,338,21,13,27,104.06,15,200127568,17
2023/1/8,18:59:00,6,380,339,10,6,25,105.13,15,200127568,17
2023/1/8,19:14:00,6,371,328,12,8,23,106.32,15,200127568,17
2023/1/8,19:29:00,6,390,334,17,10,29,104.85,15,200127568,17
2023/1/8,19:44:00,6,311,262,15,4,30,106.63,15,200127568,17
2023/1/8,19:59:00,6,308,248,23,8,29,106.25,15,200127568,17
2023/1/8,20:14:00,6,311,256,13,7,35,106.86,15,200127568,17
2023/1/8,20:29:00,6,340,292,5,9,34,106.3,15,200127568,17
2023/1/8,20:44:00,6,282,238,9,6,29,106.7,15,200127568,17
2023/1/8,20:59:00,6,271,204,16,13,38,105.97,15,200127568,17
2023/1/8,21:14:00,6,263,224,8,5,26,107.36,15,200127568,17
2023/1/8,21:29:00,6,230,190,11,3,26,108.7,15,200127568,17
2023/1/8,21:44:00,6,213,172,13,4,24,107.94,15,200127568,17
2023/1/8,21:59:00,6,173,146,5,3,19,108.99,15,200127568,17
2023/1/8,22:14:00,6,160,129,2,1,28,105.02,15,200127568,17
2023/1/8,22:29:00,6,159,112,7,6,34,104.99,15,200127568,17
2023/1/8,22:44:00,6,130,95,5,5,25,102.81,15,200127568,17
2023/1/8,22:59:00,6,111,63,11,7,30,102.11,15,200127568,17
2023/1/8,23:14:00,6,116,70,11,8,27,103.52,15,200127568,17
2023/1/8,23:29:00,6,90,50,2,5,33,97.97,15,200127568,17
2023/1/8,23:44:00,6,101,47,6,3,45,99.34,15,200127568,17
2023/1/8,23:59:00,6,92,50,6,4,32,100.14,15,200127568,17
2023/1/9,0:14:00,0,78,43,3,9,23,97.81,15,200127568,17
2023/1/9,0:29:00,0,80,46,3,2,29,99.53,15,200127568,17
2023/1/9,0:44:00,0,76,36,1,9,30,96.16,15,200127568,17
2023/1/9,0:59:00,0,55,18,5,0,32,95.49,15,200127568,17
2023/1/9,1:14:00,0,58,24,5,3,26,97.45,15,200127568,17
2023/1/9,1:29:00,0,56,27,2,8,19,99.57,15,200127568,17
2023/1/9,1:44:00,0,59,15,6,2,36,94.19,15,200127568,17
2023/1/9,1:59:00,0,52,17,3,4,28,96.12,15,200127568,17
2023/1/9,2:14:00,0,54,14,3,7,30,94.18,15,200127568,17
2023/1/9,2:29:00,0,48,15,1,3,29,94.28,15,200127568,17
2023/1/9,2:44:00,0,69,23,4,11,31,97.6,15,200127568,17
2023/1/9,2:59:00,0,67,19,2,8,38,93.84,15,200127568,17
2023/1/9,3:14:00,0,72,26,5,5,36,96.32,15,200127568,17
2023/1/9,3:29:00,0,83,29,5,8,41,94.64,15,200127568,17
2023/1/9,3:44:00,0,77,28,4,10,35,97,15,200127568,17
2023/1/9,3:59:00,0,64,30,5,4,25,101.39,15,200127568,17
2023/1/9,4:14:00,0,101,33,13,10,45,96.48,15,200127568,17
2023/1/9,4:29:00,0,121,46,3,8,64,96.66,15,200127568,17
2023/1/9,4:44:00,0,157,59,13,24,61,98.7,15,200127568,17
2023/1/9,4:59:00,0,141,61,16,19,45,99.88,15,200127568,17
2023/1/9,5:14:00,0,222,107,28,29,58,99.97,15,200127568,17
2023/1/9,5:29:00,0,333,186,42,20,85,100.87,15,200127568,17
2023/1/9,5:44:00,0,406,238,62,27,79,101.71,15,200127568,17
2023/1/9,5:59:00,0,428,235,54,38,101,100.29,15,200127568,17
2023/1/9,6:14:00,0,500,281,69,42,108,95.97,15,200127568,17
2023/1/9,6:29:00,0,615,397,74,47,97,95.87,15,200127568,17
2023/1/9,6:44:00,0,738,461,120,60,97,93.13,15,200127568,17
2023/1/9,6:59:00,0,785,493,115,65,112,90,15,200127568,17
2023/1/9,7:14:00,0,779,492,109,53,125,88.59,15,200127568,17
2023/1/9,7:29:00,0,859,559,109,64,127,86.69,15,200127568,17
2023/1/9,7:44:00,0,793,514,110,55,114,87.02,15,200127568,17
2023/1/9,7:59:00,0,642,420,88,42,92,46.49,15,200127568,17
2023/1/9,8:14:00,0,640,414,78,37,111,46.03,15,200127568,17
2023/1/9,8:29:00,0,675,441,76,49,109,57.03,15,200127568,17
2023/1/9,8:44:00,0,647,412,74,43,118,43.81,15,200127568,17
2023/1/9,8:59:00,0,775,498,93,74,110,84.81,15,200127568,17
2023/1/9,9:14:00,0,540,326,63,44,107,95.83,15,200127568,17
2023/1/9,9:29:00,0,540,329,54,42,115,96.42,15,200127568,17
2023/1/9,9:44:00,0,507,309,56,44,98,96.23,15,200127568,17
2023/1/9,9:59:00,0,544,329,52,49,114,95.64,15,200127568,17
2023/1/9,10:14:00,0,539,299,62,64,114,93.14,15,200127568,17
2023/1/9,10:29:00,0,500,302,44,54,100,96.28,15,200127568,17
2023/1/9,10:44:00,0,538,317,44,59,118,92.84,15,200127568,17
2023/1/9,10:59:00,0,483,283,54,57,89,96.95,15,200127568,17
2023/1/9,11:14:00,0,561,334,55,44,128,94.56,15,200127568,17
2023/1/9,11:29:00,0,550,334,58,51,107,96.34,15,200127568,17
2023/1/9,11:44:00,0,541,333,55,58,95,95.48,15,200127568,17
2023/1/9,11:59:00,0,538,324,64,46,104,95.52,15,200127568,17
2023/1/9,12:14:00,0,567,334,73,51,109,94.08,15,200127568,17
2023/1/9,12:29:00,0,558,346,57,43,112,93.16,15,200127568,17
2023/1/9,12:44:00,0,591,355,52,55,129,94.21,15,200127568,17
2023/1/9,12:59:00,0,519,310,57,53,99,96.44,15,200127568,17
2023/1/9,13:14:00,0,525,312,47,46,120,94.74,15,200127568,17
2023/1/9,13:29:00,0,529,321,42,41,125,93.31,15,200127568,17
2023/1/9,13:44:00,0,554,362,48,41,103,94.43,15,200127568,17
2023/1/9,13:59:00,0,544,338,50,52,104,94.9,15,200127568,17
2023/1/9,14:14:00,0,571,345,59,49,118,94.75,15,200127568,17
2023/1/9,14:29:00,0,622,396,60,49,117,94.28,15,200127568,17
2023/1/9,14:44:00,0,628,372,69,62,125,94.31,15,200127568,17
2023/1/9,14:59:00,0,602,384,56,32,130,96.53,15,200127568,17
2023/1/9,15:14:00,0,586,360,64,44,118,94.8,15,200127568,17
2023/1/9,15:29:00,0,589,381,48,36,124,94.63,15,200127568,17
2023/1/9,15:44:00,0,546,370,48,37,91,98,15,200127568,17
2023/1/9,15:59:00,0,602,385,68,43,106,94.93,15,200127568,17
2023/1/9,16:14:00,0,589,394,65,44,86,97.61,15,200127568,17
2023/1/9,16:29:00,0,630,442,60,34,94,89.6,15,200127568,17
2023/1/9,16:44:00,0,586,421,51,26,88,92.38,15,200127568,17
2023/1/9,16:59:00,0,569,425,43,22,79,95.23,15,200127568,17
2023/1/9,17:14:00,0,545,387,47,21,90,94.26,15,200127568,17
2023/1/9,17:29:00,0,525,402,40,25,58,98.43,15,200127568,17
2023/1/9,17:44:00,0,597,452,50,21,74,94.55,15,200127568,17
2023/1/9,17:59:00,0,494,386,29,23,56,99.06,15,200127568,17
2023/1/9,18:14:00,0,490,359,39,22,70,97.12,13,200127568,17
2023/1/9,18:29:00,0,421,330,21,12,58,98.06,15,200127568,17
2023/1/9,18:44:00,0,346,253,20,15,58,99.04,15,200127568,17
2023/1/9,18:59:00,0,283,202,18,16,47,101.58,15,200127568,17
2023/1/9,19:14:00,0,257,184,13,13,47,101.85,15,200127568,17
2023/1/9,19:29:00,0,296,200,13,21,62,99.67,15,200127568,17
2023/1/9,19:44:00,0,264,182,14,16,52,101.92,15,200127568,17
2023/1/9,19:59:00,0,240,151,17,14,58,100.47,15,200127568,17
2023/1/9,20:14:00,0,205,142,14,7,42,102.6,15,200127568,17
2023/1/9,20:29:00,0,221,157,14,10,40,101.77,15,200127568,17
2023/1/9,20:44:00,0,182,109,15,12,46,102.14,15,200127568,17
2023/1/9,20:59:00,0,159,101,12,6,40,100.59,15,200127568,17
2023/1/9,21:14:00,0,164,104,15,7,38,102.82,15,200127568,17
2023/1/9,21:29:00,0,175,124,7,7,37,102.96,15,200127568,17
2023/1/9,21:44:00,0,152,92,10,10,40,100.33,15,200127568,17
2023/1/9,21:59:00,0,128,77,9,5,37,102.98,15,200127568,17
2023/1/9,22:14:00,0,148,95,7,5,41,103.19,15,200127568,17
2023/1/9,22:29:00,0,128,72,6,6,44,98.32,15,200127568,17
2023/1/9,22:44:00,0,109,64,4,7,34,101.49,15,200127568,17
2023/1/9,22:59:00,0,94,44,11,7,32,97.85,15,200127568,17
2023/1/9,23:14:00,0,87,46,4,7,30,99.31,15,200127568,17
2023/1/9,23:29:00,0,86,28,6,7,45,95.68,15,200127568,17
2023/1/9,23:44:00,0,84,31,3,10,40,95.42,15,200127568,17
2023/1/9,23:59:00,0,93,38,2,8,45,97.83,15,200127568,17
2023/1/10,0:14:00,1,67,24,3,5,35,95.78,15,200127568,17
2023/1/10,0:29:00,1,46,15,4,3,24,96.95,15,200127568,17
2023/1/10,0:44:00,1,100,23,7,8,62,93.47,15,200127568,17
2023/1/10,0:59:00,1,52,8,3,3,38,92.1,15,200127568,17
2023/1/10,1:14:00,1,63,16,2,5,40,94.18,15,200127568,17
2023/1/10,1:29:00,1,71,11,5,8,47,92.2,15,200127568,17
2023/1/10,1:44:00,1,58,12,2,6,38,92.13,15,200127568,17
2023/1/10,1:59:00,1,60,15,3,3,39,93.3,15,200127568,17
2023/1/10,2:14:00,1,53,16,2,7,28,96.45,15,200127568,17
2023/1/10,2:29:00,1,47,13,0,7,27,93.3,15,200127568,17
2023/1/10,2:44:00,1,48,15,3,1,29,94.03,15,200127568,17
2023/1/10,2:59:00,1,59,15,1,11,32,94.11,15,200127568,17
2023/1/10,3:14:00,1,61,22,2,8,29,96.24,15,200127568,17
2023/1/10,3:29:00,1,59,24,3,7,25,96.57,15,200127568,17
2023/1/10,3:44:00,1,84,16,8,5,55,92.45,15,200127568,17
2023/1/10,3:59:00,1,93,19,4,15,55,94.73,15,200127568,17
2023/1/10,4:14:00,1,99,14,5,8,72,91.82,15,200127568,17
2023/1/10,4:29:00,1,115,32,10,16,57,96.54,15,200127568,17
2023/1/10,4:44:00,1,138,42,11,12,73,96.92,15,200127568,17
2023/1/10,4:59:00,1,150,42,10,16,82,95.16,15,200127568,17
2023/1/10,5:14:00,1,197,74,12,17,94,96.25,15,200127568,17
2023/1/10,5:29:00,1,257,129,17,16,95,98.34,15,200127568,17
2023/1/10,5:44:00,1,356,164,24,28,140,95.87,15,200127568,17
2023/1/10,5:59:00,1,371,190,55,27,99,97.85,15,200127568,17
2023/1/10,6:14:00,1,426,232,46,48,100,98.46,15,200127568,17
2023/1/10,6:29:00,1,618,356,74,44,144,93.2,15,200127568,17
2023/1/10,6:44:00,1,682,395,85,55,147,94.64,15,200127568,17
2023/1/10,6:59:00,1,709,454,92,55,108,93.81,15,200127568,17
2023/1/10,7:14:00,1,733,442,94,59,138,89.32,15,200127568,17
2023/1/10,7:29:00,1,602,398,62,53,89,91.27,15,200127568,17
2023/1/10,7:44:00,1,642,418,76,50,98,85.96,15,200127568,17
2023/1/10,7:59:00,1,674,435,79,53,107,59.18,15,200127568,17
2023/1/10,8:14:00,1,618,404,57,53,104,48.51,15,200127568,17
2023/1/10,8:29:00,1,623,393,55,51,124,56.77,15,200127568,17
2023/1/10,8:44:00,1,660,417,57,46,140,62.51,15,200127568,17
2023/1/10,8:59:00,1,582,366,72,32,111,41.09,14,200127568,17
2023/1/10,9:14:00,1,647,410,63,56,118,53.35,15,200127568,17
2023/1/10,9:29:00,1,509,317,48,45,99,82.53,15,200127568,17
2023/1/10,9:44:00,1,547,316,47,45,139,89.18,15,200127568,17
2023/1/10,9:59:00,1,518,294,43,67,114,90.92,15,200127568,17
2023/1/10,10:14:00,1,471,268,49,48,106,92.24,15,200127568,17
2023/1/10,10:29:00,1,470,278,35,61,96,93.43,15,200127568,17
2023/1/10,10:44:00,1,452,256,32,54,110,93.47,15,200127568,17
2023/1/10,10:59:00,1,356,202,31,38,85,97.69,15,200127568,17
2023/1/10,11:14:00,1,343,186,41,51,65,97.49,15,200127568,17
2023/1/10,11:29:00,1,384,207,35,42,100,97.78,15,200127568,17
2023/1/10,11:44:00,1,563,303,63,71,126,92.4,15,200127568,17
2023/1/10,11:59:00,1,630,322,73,77,158,89.92,15,200127568,17
2023/1/10,12:14:00,1,648,371,62,65,150,90.61,15,200127568,17
2023/1/10,12:29:00,1,600,351,48,67,134,92.41,15,200127568,17
2023/1/10,12:44:00,1,573,343,58,39,133,93.52,15,200127568,17
2023/1/10,12:59:00,1,498,281,56,48,113,96.18,15,200127568,17
2023/1/10,13:14:00,1,522,305,43,65,109,95.36,15,200127568,17
2023/1/10,13:29:00,1,567,355,51,49,112,94.69,15,200127568,17
2023/1/10,13:44:00,1,541,311,51,49,130,94.51,15,200127568,17
2023/1/10,13:59:00,1,541,331,43,56,111,95.31,15,200127568,17
2023/1/10,14:14:00,1,588,356,59,51,122,93.49,15,200127568,17
2023/1/10,14:29:00,1,618,377,58,53,130,94.09,15,200127568,17
2023/1/10,14:44:00,1,638,390,40,69,139,93.22,15,200127568,17
2023/1/10,14:59:00,1,567,347,54,56,110,94.97,15,200127568,17
2023/1/10,15:14:00,1,636,390,61,45,140,93.42,15,200127568,17
2023/1/10,15:29:00,1,593,396,49,47,101,93.45,15,200127568,17
2023/1/10,15:44:00,1,673,470,64,31,108,95.1,15,200127568,17
2023/1/10,15:59:00,1,655,442,64,49,100,93.74,15,200127568,17
2023/1/10,16:14:00,1,662,467,67,26,102,93.7,15,200127568,17
2023/1/10,16:29:00,1,633,476,46,36,75,94.53,15,200127568,17
2023/1/10,16:44:00,1,514,381,40,26,67,96.32,15,200127568,17
2023/1/10,16:59:00,1,587,434,56,26,71,96.96,15,200127568,17
2023/1/10,17:14:00,1,602,446,52,28,76,93.01,15,200127568,17
2023/1/10,17:29:00,1,573,412,50,29,82,93.97,15,200127568,17
2023/1/10,17:44:00,1,573,428,36,26,83,95.17,15,200127568,17
2023/1/10,17:59:00,1,498,380,30,26,62,98.78,15,200127568,17
2023/1/10,18:14:00,1,482,367,26,22,67,98.49,15,200127568,17
2023/1/10,18:29:00,1,432,325,31,16,60,98.85,15,200127568,17
2023/1/10,18:44:00,1,389,288,24,23,55,102.06,14,200127568,17
2023/1/10,18:59:00,1,355,260,24,21,50,101.91,15,200127568,17
2023/1/10,19:14:00,1,316,223,29,22,42,101.6,15,200127568,17
2023/1/10,19:29:00,1,298,193,17,11,77,99.18,15,200127568,17
2023/1/10,19:44:00,1,275,179,19,19,58,95.73,15,200127568,17
2023/1/10,19:59:00,1,241,151,16,11,63,94.23,15,200127568,17
2023/1/10,20:14:00,1,260,170,22,11,57,99.28,15,200127568,17
2023/1/10,20:29:00,1,258,167,30,11,50,98.99,15,200127568,17
2023/1/10,20:44:00,1,186,130,12,8,36,101.33,15,200127568,17
2023/1/10,20:59:00,1,208,133,12,11,52,97.53,15,200127568,17
2023/1/10,21:14:00,1,159,102,8,14,35,101.47,15,200127568,17
2023/1/10,21:29:00,1,163,105,13,12,33,98.81,15,200127568,17
2023/1/10,21:44:00,1,141,90,9,5,37,100.29,15,200127568,17
2023/1/10,21:59:00,1,134,82,7,6,39,97.13,15,200127568,17
2023/1/10,22:14:00,1,144,101,4,4,35,100.31,15,200127568,17
2023/1/10,22:29:00,1,124,65,11,6,42,98.98,15,200127568,17
2023/1/10,22:44:00,1,100,55,14,8,23,98.57,15,200127568,17
2023/1/10,22:59:00,1,120,65,6,7,42,98.85,15,200127568,17
2023/1/10,23:14:00,1,99,49,6,6,38,99.68,15,200127568,17
2023/1/10,23:29:00,1,95,38,5,8,44,96.64,15,200127568,17
2023/1/10,23:44:00,1,103,35,5,11,52,94.56,15,200127568,17
